,RS_12M_before,RS_9M_before,RS_6M_before,RS_3M_before,RZ_12M_before,RZ_9M_before,RZ_6M_before,RZ_3M_before,RES_MOM_before,RS_12M_after,RS_9M_after,RS_6M_after,RS_3M_after,RZ_12M_after,RZ_9M_after,RZ_6M_after,RZ_3M_after,RES_MOM_after,RANK_before,COMPOSITE_before,RANK_after,COMPOSITE_after
SHRIPISTON,1.9975469114505953,2.246608129213542,2.528998725945236,3.390857253269399,1.8188601283920414,1.801360539179755,1.5767899019459506,1.649581890236453,1.71164811493855,1.984789886658001,2.00285844990345,2.3475806881124255,1.8724655369762444,1.8346375276952005,1.6932217841912904,1.4865316280599448,1.025530499807972,1.509980359938602,29.0,2.5256720589297426,29.0,2.5256720589297426
APARINDS,1.7118076279708205,2.298758858396392,2.6660017342719295,1.981648555748316,1.5663278476389078,1.8446915318035069,1.6728967355545044,0.9667391483533018,1.5126638158375552,1.62545849540251,2.122352606364432,3.509582056108665,2.4210372799115207,1.5167060533701409,1.7926042229526973,2.3248037024337784,1.3109685565481926,1.7362706338262022,30.0,2.5235272324402542,30.0,2.5235272324402542
NEULANDLAB,1.1587961570689476,0.5545335248909081,2.134444459961746,3.080086008305566,1.0775842407789138,0.39544976194649956,1.3000123212668542,1.4989953309973314,1.0680104137473998,1.1100539065205226,0.6164260469580519,1.7519234117522358,2.838226615531307,1.0606831597269806,0.5401358303392922,1.0568222710637833,1.528044471933257,1.0464214332658284,31.0,2.510839520142057,31.0,2.510839520142057
MARKSANS,0.8263596572897937,1.7131173025992525,2.3324189924529204,2.45699149980579,0.7837816299777263,1.3580937347634325,1.4388903334013758,1.197070170171423,1.1944589670784893,0.2952911695445698,1.2381009384379937,1.7442742270909084,2.3196574605515776,0.3397922927008248,1.057178409339242,1.0513041210254779,1.258217646565228,0.9266231174076931,32.0,2.508344912245555,32.0,2.508344912245555
HONASA,1.8950420113364264,2.0682727429307213,2.490141630438228,0.697599761461102,1.7282677677653813,1.6531852513428207,1.5495318697464044,0.3445435850238907,1.3188821184696242,2.0471415338148744,2.1727071219766985,3.2017822498964232,3.9655111109017445,1.8898054077902793,1.8344837149078579,2.1027557865261315,2.114603841597841,1.9854121877055273,33.0,2.4993555597003043,33.0,2.4993555597003043
PARAS,1.5709177329105333,1.6377837466907963,2.9170347755558446,2.573665557944487,1.441811378984844,1.295500597399137,1.8489949907942163,1.2536054682477182,1.459978108856479,1.3017583277504383,1.3368632829085918,2.0726304714663444,3.0080044550703287,1.2303005957748199,1.139318347742733,1.2881815272722912,1.616384889061321,1.3185463399627912,34.0,2.49106400434738,34.0,2.49106400434738
ACMESOLAR,0.7861991837354113,1.3347496149298501,2.2791160206662786,0.7737985414822818,0.7482883794197155,1.0437156284480855,1.4014986008919368,0.3814662806965344,0.8937422223640681,0.4225985036853536,0.5004679813590209,1.7218929402103347,1.1347484346898529,0.45243207152547527,0.4436943331598895,1.0351581780883476,0.6416745341799743,0.6432397792384217,35.0,2.4324959216988247,35.0,2.4324959216988247
KRN,1.364970654658195,2.015161151588262,2.72567292887225,2.376765696794307,1.2597983048560693,1.6090558976644325,1.714755740263376,1.1581961500248654,1.4354515232021858,0.6512698573198099,0.8752730860822975,1.9479588769179832,-1.4973569746796727,0.654757341084843,0.7554170689891228,1.198242978957358,-0.7278875383500779,0.4701324626703115,36.0,2.4102416739094155,36.0,2.4102416739094155
QUESS,0.6163309525754018,1.9532317089331808,2.439235117846587,3.3163410321083795,0.5981612729192398,1.5575999685733615,1.5138212397756368,1.6134744911962193,1.3207642431161144,0.24198224202160667,1.05938155013115,2.055462320928643,3.257027675757312,0.29262528660418047,0.908538767118071,1.2757963601281097,1.7459590151651332,1.0557298572538736,37.0,2.400392829872838,37.0,2.400392829872838
AEGISLOG,0.7819805114500832,1.1702347513940374,1.9728274907643744,2.610571451661934,0.7445599773568632,0.9070235351626078,1.186638933655305,1.271488498420609,1.0274277361488462,0.987870852879198,1.2303176069784985,2.183385080028687,3.3908966473171507,0.9525772738315171,1.0507050680057217,1.3680803105466304,1.8156149892322493,1.2967444104040295,38.0,2.398271397608039,38.0,2.398271397608039
LENSKART,,1.8569783913687534,2.199674094488017,5.518007504871714,0.0,1.477625021746206,1.3457705400704458,2.680308646859973,1.375926052169156,,1.1601321233429858,1.046187159148706,1.7443435134278618,0.0,0.9923323012033245,0.5477015344411295,0.9588648322845357,0.6247246669822474,39.0,2.3971393812312156,39.0,2.3971393812312156
SOLARINDS,1.0179030145658856,1.6220844803855876,2.4805489166046124,1.6483916914650285,0.9530649020814995,1.282456392588804,1.5428026353775988,0.8052570120601592,1.1458952355270153,0.5812070849867088,0.8156353432171483,1.5654026922538515,1.7466891832688458,0.5927667634586153,0.7058167830529687,0.9222655358017328,0.9600853534830612,0.7952336089490946,40.0,2.3941448992308527,40.0,2.3941448992308527
AZAD,1.3714175430865398,1.9631230240594537,2.3274129038273763,2.318252780887821,1.2654959723897186,1.5658184634916779,1.4353785906123593,1.129843273688346,1.3491340750455254,1.1036384779304858,1.3408342521217935,1.9748462910497042,0.9647879577318114,1.0550068767200018,1.1426209745517966,1.2176396587199751,0.5532390854163143,0.992126648852022,41.0,2.3845559460119805,41.0,2.3845559460119805
CGCL,0.8321190678108528,1.1145451921877294,2.1615177909797767,2.6576604800609225,0.7888717143965165,0.860752199804519,1.3190041094849254,1.294305843588249,1.0657334668185525,0.10617489848856847,0.21705846204510154,0.9207172850616705,0.605690182247804,0.17246481634087193,0.207984654696974,0.45718710432153997,0.3663899220499382,0.30100662435233105,42.0,2.378169674114228,42.0,2.378169674114228
TMB,2.3016262263633145,2.3775013069667357,1.4746325220799503,1.8880572310224497,2.0876010658984336,1.9101170495602127,0.8371579876179783,0.9213887634850372,1.4390662166404153,2.1075853737537513,2.437059560789432,1.9724080104161115,0.758353905366503,1.9432852862904335,2.0543437552631665,1.2158806740742412,0.44582535966209735,1.4148337688224848,43.0,2.3767026505128754,43.0,2.3767026505128754
CRAFTSMAN,1.7377424076815278,2.075158819201395,2.275107267260789,2.3580265179935918,1.5892486339984724,1.6589067537027393,1.3986864831054395,1.149115939084195,1.4489894524727114,1.441448682924093,1.6535421579851726,1.673833952779261,2.3006351947196126,1.3538967013479442,1.402697912412961,1.000488247229641,1.2483198006338663,1.251350665406103,44.0,2.375855702232232,44.0,2.375855702232232
OFSS,0.5930471137699427,1.0206479446999441,2.9764668503469753,1.982832186618534,0.5775833501127416,0.7827348642459242,1.8906862543126206,0.9673126856513747,1.0545792885806653,0.5615899230232501,0.4349804740732802,1.6473897780304867,2.4084241711840626,0.5754097682811988,0.3892288398235065,0.9814113219933268,1.304405584081994,0.8126138785450066,45.0,2.371636914412604,45.0,2.371636914412604
EMIL,1.0382224162385043,1.4136094485543635,2.991619169068876,3.8791543659382324,0.9710228978650532,1.109238679086806,1.901315519990619,1.8861899525163297,1.466941762364702,0.7544365975274543,0.6732851232189252,2.818685210613795,2.6571961652851632,0.7460378543206194,0.587425119053352,1.8263881688531014,1.4338489895838078,1.1484250329527201,46.0,2.371514667400054,46.0,2.371514667400054
UTLSOLAR,,1.8093616613965506,2.2463100509767577,2.31486490760548,0.0,1.4380612379310562,1.378485399146762,1.128201654043693,0.9861870727803779,,,1.9575523957842338,1.9793215525459527,0.0,0.0,1.2051637788652136,1.0811308361869805,0.5715736537630485,47.0,2.3662429632470836,47.0,2.3662429632470836
BLUESTONE,1.1349278448654212,1.214371627659971,2.6562255174012384,2.9217614757226205,1.0564897687655443,0.9436959784799208,1.6660387748455527,1.4222779802412064,1.2721256255830562,,0.6230007646720974,2.0673673804217523,2.8941342175806475,0.0,0.5456039762297821,1.2843847139732016,1.5571348461486352,0.8467808840879048,48.0,2.3637749452261225,48.0,2.3637749452261225
AUROPHARMA,1.4910306854186666,1.3682662125535885,2.2742532780575866,1.8585902229256568,1.37120835212738,1.0715638957142137,1.3980874145210478,0.907110301650887,1.186992491003382,1.5286984097078695,1.6984215512085608,2.0307014330652255,1.5814601269109771,1.4310940599586244,1.4400237840770609,1.2579337642618094,0.8741118024002907,1.2507908526744465,49.0,2.3506727599823645,49.0,2.3506727599823645
ARVIND,1.4216274505452373,1.941508106800101,2.2378838960139,1.0819420004686156,1.3098707685064246,1.5478590632109235,1.372574499212038,0.5307795263483116,1.1902709643194245,1.4538064480097421,2.359801891280984,2.9832432027780893,3.158512297237568,1.3648306819815752,1.9900891018460396,1.9451009115792375,1.694698558231571,1.7486798134096058,50.0,2.339989864743923,50.0,2.339989864743923
JINDALSAW,0.7857511226636192,1.7493339176686862,2.032865807931339,2.3672852570673086,0.7478923894704219,1.3881853922535632,1.228755472763292,1.1536023311896362,1.1296088964192283,0.4506319030780893,0.7135773483422002,1.3310021043689244,0.571017885844748,0.47723563786053724,0.620935875683382,0.7531680868206057,0.3483489036499494,0.5499221260036186,51.0,2.3200777573032916,51.0,2.3200777573032916
QPOWER,1.2559465612917786,1.2718792533400851,1.9248416728833773,2.4816680654986887,1.1634443747293686,0.9914779087271006,1.1529771544653016,1.2090273868758328,1.1292317061994008,0.6690459559199442,0.10883882401407684,1.4973680954392783,-0.2824046939729405,0.6704853887122486,0.11797915260439448,0.8731851266286479,-0.09571203441066818,0.3914844083836557,52.0,2.3123004480380827,52.0,2.3123004480380827
GRWRHITECH,1.033764407533244,1.6018527679720822,1.8229276121908948,1.9207124588483306,0.9670829737067552,1.2656462694113937,1.081485018686878,0.9372121013232638,1.0628565907820726,0.9979329458222945,1.7715119699700117,2.785759568310442,2.2519582350605214,0.9614800753179586,1.5008125647315973,1.802635489007881,1.222991742905686,1.3719799679907807,53.0,2.3111532682347056,53.0,2.3111532682347056
NAVINFLUOR,1.966001366874823,2.1260557856651037,2.5401657923543017,2.184601683751307,1.7909806285126235,1.701196020084379,1.584623535720711,1.0650816228520097,1.5354704517924307,1.9466369768455558,2.5404325667144354,2.4662856940153377,1.6412082212286785,1.8008803576798564,2.140318347956147,1.5721658573107957,0.9052004980095872,1.6046412652390967,54.0,2.309862891765376,54.0,2.309862891765376
VARROC,1.2911220101582048,1.3258296432688308,2.52448016536727,3.4478007314687815,1.1945319319618783,1.0363042032905863,1.573620157318291,1.6771742836515868,1.3704076440555855,1.3740298946125173,1.3716814330533926,2.207554566378949,4.498359310051233,1.2942454844302773,1.168276355205475,1.385516267179213,2.391860474775721,1.5599746453976715,55.0,2.2938075264007756,55.0,2.2938075264007756
ATLANTAELE,,1.8688698745536663,2.7446160639760873,-0.2511457275267931,0.0,1.4875054161001235,1.728044242141434,-0.11517822352680707,0.7750928586786876,,1.320348997954534,2.324265784460768,-0.16557470110038464,0.0,1.1255835345791205,1.469712170539337,-0.03492194348093774,0.64009344040938,56.0,2.289925175083794,56.0,2.289925175083794
ASTRAMICRO,1.2824440711874792,1.939259061695053,2.944088442074454,1.3831045062316991,1.1868624939559245,1.5459903768400074,1.8679729844774302,0.67671009827099,1.319383988386088,1.5156986635896088,1.9194363471873164,3.2833903715146566,4.1268185469673,1.419592063334312,1.623840215585121,2.161628186575569,2.1985368579831417,1.8508993308695358,57.0,2.289292193869068,57.0,2.289292193869068
MCX,1.7928605839551357,1.6812618487045201,1.8352247676864069,1.2821905439235202,1.6379612877008909,1.3316256784319622,1.0901114035487893,0.6278114739309433,1.1718774609031466,1.1494483157740452,1.0837069309489487,-0.022110108258654327,-1.214805151202223,1.0955387913776868,0.9287700130724467,-0.22297205602263354,-0.5808674913635806,0.3051173142659799,58.0,2.2849665218458393,58.0,2.2849665218458393
KIRLOSENG,1.8670820378317468,1.7269219556823059,1.2597903603990495,0.8830021178158405,1.7035571441754203,1.369563743530097,0.6864474292371567,0.43438170026371853,1.0484875043015982,1.8625314414635339,2.1663328540958235,2.1310811449332485,1.0169209726138657,1.7264649363901197,1.8291822817157946,1.3303480587800303,0.5803654306055858,1.3665901768728825,59.0,2.281707620541446,59.0,2.281707620541446
HEG,0.47189814516533524,0.7870407258476775,1.060033857537697,3.7911823473386206,0.47051362914181727,0.5886353217169671,0.546319374990759,1.8435624449688497,0.8622576927045983,0.009138431652372367,0.21716482840179172,-0.3305041883987654,1.4617038065769654,0.08660828469543316,0.2080731188381765,-0.4454486833345713,0.8117990569869112,0.16525794429648738,60.0,2.275257638322855,60.0,2.275257638322855
CAPLIPOINT,0.9166270214330509,1.5434397967352564,2.548402413120091,2.3142843878869748,0.8635586318203304,1.2171121057390153,1.5904014784907474,1.1279203588196438,1.1997481437174342,0.5525567079821421,0.7566041491527776,1.6428466533800166,2.8867595339191334,0.5674173038157919,0.6567209594339228,0.9781338951074569,1.5532975807398246,0.9388924347742491,61.0,2.2731989076998405,61.0,2.2731989076998405
PNBHOUSING,1.9583361896100946,1.9324208172999116,3.2678204192461755,2.9895098767261263,1.784206254777708,1.5403086170240254,2.09506913107897,1.4551059807927293,1.7186724959183584,1.7285759138019487,1.7825591674687467,1.2412227423425577,1.3580015949373985,1.6079429273481716,1.5100004402011538,0.6884009237908584,0.7578397378071162,1.1410460072868251,62.0,2.2662818394433693,62.0,2.2662818394433693
IFCI,1.0036257187133135,1.5500258183717217,1.8653179593741822,1.6223544837306618,0.9404468327676507,1.2225842987346098,1.1112216069057168,0.7926404859546992,1.016723306090669,0.20575120033880623,0.42965243404403874,0.5279915477089763,0.7022176274558127,0.2605685590850553,0.38479754688327544,0.17387330833321904,0.4166159986517783,0.308963853238332,63.0,2.265169126925479,63.0,2.265169126925479
BHEL,1.6941232291882156,1.71341797243546,3.0328324553208557,0.18206988434912585,1.5506986296191345,1.3583435552867313,1.9302264066394414,0.09473968058513084,1.2335020680326096,1.6983618248909538,2.04022539085779,2.354068248048662,-0.15243229536367897,1.5812099169109313,1.724299602815069,1.491211777735458,-0.028083562170401668,1.1921594338227641,64.0,2.258097623011152,64.0,2.258097623011152
BALAMINES,0.9411787021093051,1.8090447639388976,2.944361168181903,1.5261295463766948,0.8852570550892331,1.4377979342032805,1.8681643002955965,0.7460139641514343,1.234308313434886,0.3669062785148451,0.7412488936112779,1.4619167791924266,1.774617236255181,0.4031563564396383,0.6439501027768683,0.8476104162814675,0.9746171431270239,0.7173335046562495,65.0,2.2529017345964357,65.0,2.2529017345964357
NAZARA,0.2373272867152302,1.2070358069207274,1.8255773757084064,3.701239933890165,0.26320326858784576,0.9376007924811436,1.083343812771693,1.7999801676817677,1.0210320103806125,0.07598513837335226,1.073433513188862,1.4803947648512457,2.7360708849168827,0.14575333168762597,0.920225684699824,0.8609405033149953,1.4748898324408268,0.850452338035818,66.0,2.2426559108566284,66.0,2.2426559108566284
TDPOWERSYS,2.074703478397783,1.7996229185871184,1.8652871537284912,0.9420446050104765,1.8870499957038434,1.4299695122840272,1.111199996919916,0.4629911843766868,1.2228026723211185,1.9138299651309372,2.0909234013152553,2.4643879855910047,0.34088640792341346,1.7718531647975848,1.7664647769862378,1.5707968434514012,0.22860470847661,1.3344298734279585,67.0,2.242519104995764,67.0,2.242519104995764
IDEA,1.5907745365540673,1.354208866539929,1.6866439619201061,0.2745241302128701,1.4593605372647334,1.0598839294707556,0.9858828106761722,0.13953908528323705,0.9111665906737245,1.1805421452431315,0.9165029809382551,0.8360016373767301,0.8888674534617412,1.1230501841646578,0.7897076788567224,0.3960729235015672,0.5137354079399057,0.7056415486157133,68.0,2.2399846104142402,68.0,2.2399846104142402
PRICOLLTD,1.7620245572236952,1.353354653632528,1.5836022336983835,3.7541910279156703,1.610708849516603,1.0591741811360789,0.913599622519249,1.8256380211236973,1.352280168573907,1.6430586794755826,1.547225383894118,1.3895849205506106,1.8643639556989522,1.5322784542427543,1.3142750087049906,0.7954299465703628,1.0213150081314601,1.165824604412392,69.0,2.2370767282882755,69.0,2.2370767282882755
VIJAYA,1.144452497663613,1.5090392630769616,2.225518831519149,1.9215846113830424,1.0649075203088996,1.1885293937893058,1.3639004765721678,0.9376347094360228,1.138743025026599,0.7862736210191323,1.4134334480615383,1.9897250734812437,0.9678463087240476,0.7742068149601696,1.2030012086845425,1.2283732672651624,0.5548304356367656,0.94010293163666,70.0,2.2330116070693786,70.0,2.2330116070693786
INDIAGLYCO,0.9646952928983646,1.3768766779276929,1.9983206162223839,2.6532610159793855,0.9060406807607789,1.0787181583191374,1.204522216631928,1.2921740499642544,1.1203637764190246,0.5869318336595242,1.2109034768640399,1.2857652465771838,-0.08785016843297773,0.5978319423713992,1.0345584742780511,0.7205340506966832,0.005520423176369285,0.5896112226306257,71.0,2.221530228271904,71.0,2.221530228271904
RRKABEL,1.5992376080485349,1.762392238861619,1.7455062547688114,0.5981930185080049,1.4668400784767348,1.3990352888543498,1.0271743753923193,0.2963752952317743,1.0473562594887946,2.1656488674985788,2.589360502857532,2.587124594392648,3.3280035150705762,1.9946590672068671,2.1810113639284476,1.6593394859090274,1.782889837632733,1.9044749386692688,72.0,2.2208723017355316,72.0,2.2208723017355316
BOSCHLTD,0.6955259757119886,1.6691330124453618,2.3806526505101138,4.247376279349571,0.6681526985763111,1.321548072179563,1.472725971069862,2.0646146680446678,1.3817603524676008,0.05561407068109016,0.6517386637086159,1.0418178518324173,2.054734198482978,0.12772929108725575,0.5695050821559188,0.5445495000214815,1.120370259994565,0.5905385333148052,73.0,2.209585274026411,73.0,2.209585274026411
TITAN,1.526072246335833,1.8724673274293822,1.5437991317832194,3.1256486554924905,1.4021775811105144,1.4904944673840546,0.8856779721877237,1.521073056594188,1.3248557693191203,1.542493546558488,1.9678889105805324,1.4115101557107188,1.6088813952730066,1.4432998073666337,1.664137867427467,0.8112468921136297,0.8883798970577533,1.2017661159913708,74.0,2.201819446040144,74.0,2.201819446040144
PAYTM,1.2167009802529005,1.1161996461370174,2.1614924417104833,4.31748192005513,1.128759693055449,0.8621268523356771,1.3189863271162325,2.098584886937773,1.3521144398612828,0.6345306070386451,0.30444943297142,0.23039195261166692,2.3518724078933317,0.6399466825938264,0.2806671027229632,-0.04081613763982724,1.2749800337746322,0.5386944203628986,75.0,2.1884652351388976,75.0,2.1884652351388976
MSTCLTD,0.5390521429410098,0.9208429227719178,1.6265560149836507,2.422500761859536,0.5298633692736544,0.6998088776539886,0.9437314565662613,1.180357422009832,0.8384402813759342,-0.24467756332860005,-0.10567457075377071,0.3791639914845195,0.9909357810537304,-0.13796461779892813,-0.06043010982659558,0.06650856013554954,0.5668445690620072,0.10873960039300826,76.0,2.1879513211385513,76.0,2.1879513211385513
REDINGTON,0.8315604874407417,1.4137153449039122,2.1371776295239444,4.682892190844981,0.7883780490764027,1.1093266662350796,1.30192962421915,2.275647199750155,1.368820384820197,0.6567586991232719,0.5326484590457883,1.5971032482196001,4.780746888922847,0.6596137928432447,0.4704586072276533,0.9451344338427357,2.538795060449776,1.1535004735908525,77.0,2.1868753603449362,77.0,2.1868753603449362
NYKAA,1.6985573954089972,1.3551412723994474,1.6242464770894993,3.021832348206609,1.554617482131592,1.0606586467576316,0.9421113288273393,1.4707680790248776,1.2570388841853601,1.7126160578268341,1.106997176835702,1.8842724157955564,2.5331629150601143,1.5938218662227994,0.9481403446780274,1.152299330916147,1.3693108314096845,1.2658930933066646,78.0,2.168933668225047,78.0,2.168933668225047
IPCALAB,1.1358822244746707,1.6291785493524946,2.681557692453964,1.9176012946222316,1.0573332357767755,1.2883507118992712,1.6838091520253706,0.9357045631464591,1.241299415711969,0.7949417506020612,1.3921480795139811,1.867862592316715,1.4031546698318555,0.7818762568319536,1.185298319281057,1.1404612237102685,0.7813342143631938,0.9722425035466182,79.0,2.154563473424747,79.0,2.154563473424747
RBLBANK,1.4517961710196092,1.328402506401311,1.8070712372004154,2.4174021590022643,1.3365334509910196,1.0384419435516006,1.070361861528088,1.1778868553996793,1.1558060278675968,1.2095984096447816,1.1715972678429676,1.7215180831318908,2.085002207311518,1.1487587673956372,1.0018677802167453,1.034887754808827,1.1361195976749672,1.0804084750240441,80.0,2.1281734962350263,80.0,2.1281734962350263
YATHARTH,1.0005413672209946,0.7001557595422866,1.6626565238281046,2.0247530873412036,0.9377209271535746,0.5164443496426613,0.9690557588503745,0.9876257754314999,0.8527117027695276,0.7772012466568614,0.1452427240400477,1.5113735423284886,0.44546056253067856,0.7661797028658222,0.14825601694787202,0.8832887076912038,0.2830177252984971,0.5201855382008488,81.0,2.092208900370329,81.0,2.092208900370329
FEDERALBNK,2.0606621510347076,1.6870260801463426,1.497900183897371,1.1977847877467214,1.874640471956823,1.3364150624731992,0.853480120467898,0.586912025836511,1.162861920183608,2.4087593318121803,2.4687048830011777,1.9101587505312492,2.903707578633224,2.209759863363351,2.0806629443343136,1.1709738283087305,1.5621161482490649,1.755878196063865,82.0,2.090350226405918,82.0,2.090350226405918
FLUOROCHEM,0.7597267291798743,1.0764159860308633,1.5211428900569395,3.1099701398340995,0.7248924037434601,0.8290714088238247,0.8697847470653195,1.5134759131478932,0.9843061181951243,0.7578018427460127,0.7695170490501032,1.788227174989347,2.2349300932765113,0.7490153770192719,0.6674605262988279,1.0830119398150582,1.2141314985286833,0.9284048354154604,83.0,2.0857912453447964,83.0,2.0857912453447964
ANTHEM,1.083320179747097,1.5654267014491838,1.652463484927607,2.090526549802298,1.0108796544754775,1.2353805829186522,0.9619053998506679,1.0194968045623078,1.0569156104517763,0.6541630844458208,0.2523954125034098,2.018202989898677,0.7138364383437478,0.6573172286652628,0.23737414468500043,1.2489173412452574,0.42266160862749225,0.6415675808057532,84.0,2.079963223692838,84.0,2.079963223692838
CEMPRO,0.8745659168991633,0.9676496811742168,2.1565361582271496,0.8387906763515646,0.8263856308609072,0.7386996723725162,1.3155095223521085,0.41295871162819675,0.8233883843034322,0.5539052611279877,0.5353422542495256,1.3009906898752097,0.6582230410560014,0.5686104850971888,0.47269901751046595,0.7315177416700476,0.3937243178264801,0.5416378905260456,85.0,2.073911082924619,85.0,2.073911082924619
SMLMAH,1.608149038052746,2.490113772544097,1.1671560371591871,2.9319711628064904,1.4747158725094254,2.003684483644717,0.6214649766706767,1.4272251614035014,1.38177262355708,1.4392616774544373,1.8493975005362921,1.4114340188510652,2.29621789386726,1.3519616689788123,1.5655894057182151,0.8111919667021491,1.2460213487220235,1.2436910975303,86.0,2.0645026535557123,86.0,2.0645026535557123
RBA,0.4436553102138723,1.574820780596073,1.8621121419337894,2.1496487049165136,0.44555301666190217,1.2431859344563763,1.1089727441465245,1.0481448923687826,0.9614641469083963,0.32867096470506985,1.0401452747402933,1.6716466225405056,2.5463056141134723,0.36932627650047734,0.8925400938971456,0.9989102991246883,1.3761493653415253,0.9092315087159591,87.0,2.0499089671850284,87.0,2.0499089671850284
BAJAJ-AUTO,1.7248252407342461,2.2430958430923935,1.9493940415116546,2.571540144057308,1.5778326271045622,1.7984422512403022,1.1702005018594477,1.2525755828596201,1.449762740765983,1.7272600384047845,1.9100687175513147,1.9299640998521357,2.552053060969697,1.6067786588895023,1.6160492247432932,1.1852614803857218,1.3791399314488506,1.446807323866842,88.0,2.043264716487903,88.0,2.043264716487903
ACUTAAS,2.126517410722031,1.8982008048120202,1.7833993395140504,-1.3824504491325755,1.9328424059922837,1.5118758964862435,1.0537561595079017,-0.6633604901886195,0.9587784929494525,2.4035165195620163,2.5589780436283234,2.7970998068078603,0.6556117828953396,2.205121095170903,2.155742489004395,1.81081637890263,0.39236560319229546,1.6410113915675557,89.0,2.039891420422045,89.0,2.039891420422045
ICIL,0.7771013419248108,0.7850074353389903,1.4317845351563847,1.949069447531298,0.7402478373059995,0.5869459015033981,0.8071003677159031,0.9509526948477636,0.7713117003432661,0.6114855830500856,0.7014729129568131,1.4969775173504234,2.607528805227224,0.6195567622282838,0.6108687029942937,0.8729033621542102,1.4080055973184726,0.8778336061738151,90.0,2.036510998267987,90.0,2.036510998267987
AJANTPHARM,1.4369109905907538,1.963933285349141,1.2638705744944443,1.305058856060752,1.323378142006748,1.5664916933106445,0.6893096762924791,0.6388924876867454,1.0545179998241543,1.4644865173296022,2.1166059382674387,1.9178176485830765,1.0066159269836508,1.3742802604692577,1.787824760030441,1.1764989856227828,0.575003411440018,1.2284018543906248,91.0,2.0321490576574437,91.0,2.0321490576574437
PGIL,0.7608108135933827,0.8456521604014944,1.4388114630547908,2.7593394578926547,0.7258505020005085,0.637334384570227,0.8120297177977716,1.3435751619912866,0.8796974415899483,0.9039041167574519,1.4048454221145226,1.8876970006654066,3.749648235425556,0.8782846602188397,1.1958586086776597,1.1547698390771388,2.002284021097081,1.3077992822676796,92.0,2.0320273781590794,92.0,2.0320273781590794
NEOGEN,0.5185903051715955,1.1989268161697286,1.4364404702821505,1.0691446891983944,0.5117794905105282,0.9308631950606815,0.8103664798100053,0.5245784922985915,0.6943969144199517,0.31810245739931425,0.32157628682441686,1.3546655677393917,0.8175187246899662,0.35997540654894294,0.2949113850764422,0.7702389966084632,0.47661056008950636,0.4754340870808387,93.0,2.03037896002317,93.0,2.03037896002317
WABAG,1.2071363062393559,1.7263246929749048,2.67763277089174,2.06382939979408,1.1203065713359373,1.3690674899517798,1.681055841801643,1.0065604984323886,1.2942476003804373,1.1177876225360641,1.572722115969413,3.15506022878152,2.4622430262837,1.0675258453221397,1.3354804591565899,2.0690503481009896,1.3324091216565435,1.4511164435590658,94.0,2.0222135275863993,94.0,2.0222135275863993
PTCIL,0.9071108818632133,1.0500254705925312,1.250549285825222,2.5179463092858927,0.8551484041461006,0.8071440600079345,0.6799648678154888,1.2266062845238082,0.8922159041233331,0.3151089611422719,0.3028296601122459,0.10108967905796333,1.2447119928284218,0.35732680222004554,0.27931994917376995,-0.1340952748752894,0.698891816607547,0.30036082328151825,95.0,2.0101245007336015,95.0,2.0101245007336015
MANORAMA,0.5269263220353678,1.210132090508126,1.3206725367618986,2.1790540362070367,0.5191467426621,0.9401734322771512,0.7291559307868334,1.0623934682395704,0.8127173934914137,-0.21216336003843922,-0.0941192595450654,0.7007585517446818,-0.1523310572824673,-0.10919649778462202,-0.050819639803794635,0.29850806251264106,-0.028030885010957494,0.02761525997831673,96.0,2.0088989219156144,96.0,2.0088989219156144
THELEELA,1.0372932845761476,1.1639453669286155,1.6020473082291053,2.806174738933494,0.9702017446271873,0.9017978120298858,0.9265387377289992,1.3662695519557058,1.0412019615854444,0.9155794984456582,0.7811878568715284,1.1191997042115498,2.0464560139220267,0.8886148774049023,0.6771670540317356,0.6003730538479303,1.1160628764210485,0.8205544654264042,97.0,2.001536017912184,97.0,2.001536017912184
MOTHERSON,1.8860873807625664,2.3301986251947775,1.828025061821854,1.6330115186197658,1.7203537936888045,1.8708142020821292,1.0850608507032262,0.7978044328823765,1.3685083198391341,1.9883793256218363,2.3021735793289917,2.847485594245144,2.8238956977210896,1.837813413937103,1.9421600452870083,1.8471648718711404,1.5205876727383798,1.7869315009584077,98.0,1.9986744279206419,98.0,1.9986744279206419
ASKAUTOLTD,0.9400654316268454,1.327994739778771,1.9385800696393565,2.716309836782001,0.8842731626030235,1.0381031384612336,1.1626145619003756,1.322724833354316,1.1019289240797372,1.114329248496988,1.2698485620940334,1.797150548251429,2.5386341637432106,1.0644659235235758,1.0835826817929064,1.0894492942113927,1.3721576834616862,1.1524138957473904,99.0,1.9886028278933339,99.0,1.9886028278933339
CHENNPETRO,1.5854845033604097,0.7793483894138734,1.4948704133961879,0.7943849012021258,1.4546852817962332,0.5822439139937133,0.8513547536384708,0.39144155713445233,0.8199313766407175,1.4515520191747358,1.1603888939262974,1.3513171976057223,0.7525227949545071,1.3628359943458241,0.9925458554684657,0.7678234700393658,0.44279126093923593,0.891499145198223,100.0,1.9761035819630908,100.0,1.9761035819630908
