,RS_12M_before,RS_9M_before,RS_6M_before,RS_3M_before,RZ_12M_before,RZ_9M_before,RZ_6M_before,RZ_3M_before,RES_MOM_before,RS_12M_after,RS_9M_after,RS_6M_after,RS_3M_after,RZ_12M_after,RZ_9M_after,RZ_6M_after,RZ_3M_after,RES_MOM_after,RANK_before,COMPOSITE_before,RANK_after,COMPOSITE_after
AMBER,-0.3494153328517832,0.33577493087222554,-0.014917816386909,-1.015900791295318,-0.25535144370047774,0.21368764332739779,-0.20775312987539588,-0.4857460787574275,-0.18379075225147584,-0.5022343823779681,-0.4094667881269459,1.0746258623116767,-1.7500684700017313,-0.36584734999422436,-0.31309193307767635,0.5682173198347679,-0.8593807825238933,-0.24252568644025654,404.0,0.8006863425131256,404.0,0.8006863425131256
TIMETECHNO,-0.506658605360209,-0.022583353687993787,0.022538449034824538,0.48698019285481287,-0.39432079280801835,-0.0840650521429782,-0.18147777203872428,0.24248627869704462,-0.10434433457316905,-0.26445049248039443,-0.09264429871344666,0.9209499683284539,0.9461644642193253,-0.1554594336428497,-0.049592925386410656,0.45735496288874194,0.5435487324836709,0.1989628340857881,405.0,0.7955169464006643,405.0,0.7955169464006643
ASTRAL,0.2925485033805717,0.6698817386381958,0.38968635702038285,0.5983480625411265,0.31200698791070436,0.49129027419556554,0.07607440388398268,0.2964504229916835,0.29395552224548405,0.0912618038554181,0.24075513879643987,0.8250508029625402,-0.4006048170690053,0.15926991525833487,0.227693011957588,0.38817295114926526,-0.1572150445046028,0.15448020846514632,406.0,0.7948390730861652,406.0,0.7948390730861652
BIOCON,0.1655129317003846,-0.051692950064982576,0.31365164096752673,-1.2961612517866716,0.19973477156546177,-0.1082516306559876,0.022736481648433515,-0.6215484064183292,-0.12683219596510537,0.3666786170969421,1.0368120045563218,1.0778771898505064,1.598282226350669,0.40295492474732797,0.8897678368283077,0.5705628395178844,0.8828648368687886,0.6865376094905772,407.0,0.7924528667254251,407.0,0.7924528667254251
BAJAJHLDNG,-1.5559412893467575,-0.47572233825841354,-0.016243550231335942,0.7694448993391703,-1.3216617804207653,-0.46056912611501105,-0.20868312465107078,0.3793566904396691,-0.40288933518679454,-1.6861477581866824,-1.121606589276243,0.660740103121249,0.47451534008244345,-1.4133576265912215,-0.9053735330602678,0.26963860601739165,0.2981357829640624,-0.4377391926675088,408.0,0.7916706167629426,408.0,0.7916706167629426
3MINDIA,0.6983976275920429,0.513126016306625,0.2175109044122705,0.26614456615886145,0.6706906233235413,0.36104509537429086,-0.04470569997933694,0.13547870408881915,0.2806271807018286,1.071945547072852,1.480196109594863,1.4809836436291752,1.8260730665905525,1.02696540726184,1.2585272387256072,0.8613653226382126,1.0013911292246196,1.03706227446257,409.0,0.7899709660255857,409.0,0.7899709660255857
POLYCAB,0.45545039293403805,0.4342527438600141,0.008933662987972992,-2.6764027669294452,0.4559773416084794,0.29551087868841625,-0.19102145231884543,-1.2903548808028276,-0.18247202820619435,0.8950707666820787,0.686785337265625,0.9992412229120834,0.8156023294907779,0.8704690335270544,0.5986531509128021,0.5138345628209869,0.47561340314759815,0.6146425376021104,410.0,0.7806420939704399,410.0,0.7806420939704399
GRSE,-0.5902497028282908,-0.8493974891729851,-0.04123854947607943,-1.5403664511946096,-0.46819740591209796,-0.771048297962973,-0.2262169749131927,-0.7398798843883219,-0.5513356407941464,-0.592195095669547,-0.655068767198014,-0.17676502894071933,-2.7914221677467,-0.4454433521920663,-0.5173573496269852,-0.3345406864415737,-1.4012278238481437,-0.6746423030271922,411.0,0.7806360883234823,411.0,0.7806360883234823
PRAJIND,-0.8968350429325472,0.11639464274416321,0.17242393326741737,-1.3683491394000051,-0.7391531325421162,0.03140897156915751,-0.07633395461882135,-0.6565275938128946,-0.3601514273511687,-1.1499873303569055,-0.22191079462337862,0.33834306428879324,-2.1948907722897313,-0.9389702520312457,-0.1571029492582918,0.03706019263729764,-1.0908349454386939,-0.5374619885227334,412.0,0.7790843242129942,412.0,0.7790843242129942
MANKIND,-0.4067017287956364,0.3221907679973071,0.7988988711220951,-0.8732918667345821,-0.30598033885150905,0.2024008354427153,0.3631346625137092,-0.4166438448332691,-0.039272171432088415,-0.25955455036178515,0.09621529710292746,0.9245384735092992,0.30714134412418087,-0.15112757137348048,0.10748025519086346,0.4599437237669117,0.21104615654703282,0.15683564103283187,413.0,0.7733741521608867,413.0,0.7733741521608867
SCHAEFFLER,-0.162242665785588,0.22567940069158193,0.721402675178565,-0.41665240643423956,-0.08993092492109558,0.12221148027243671,0.3087715204206492,-0.1953757376522436,0.03641908452993668,-0.13488541443351304,-0.023577807439144643,0.7157659140540462,-0.9343969965898817,-0.04082203405312771,0.007849183439846849,0.3093344290561194,-0.4349628585102957,-0.03965032001686429,414.0,0.7700358884082866,414.0,0.7700358884082866
TATACOMM,0.3089363905460137,-0.22065463981173933,0.38180417309394804,-1.8763462095488177,0.326490367557406,-0.2486385024568325,0.07054509654728904,-0.9026814196154301,-0.1885711144918919,0.33359097358055806,-0.06430575576138552,-0.03589472584140623,0.7476449708453646,0.37367943270542514,-0.02602396107106916,-0.23291633000870413,0.44025318519478673,0.13874808170510966,415.0,0.7687066750186395,415.0,0.7687066750186395
KFINTECH,-0.6239282562793597,-0.5329898601641948,-0.5318214222047383,0.46281755722325707,-0.4979620284445358,-0.5081515589622968,-0.5703580787939985,0.2307780906942323,-0.3364233938766497,-0.7510424116096753,-0.7410177705855231,-0.6868184875004274,-0.5295156907965091,-0.5859892732510906,-0.5888405235222058,-0.7024951334192803,-0.22429117404159946,-0.5254040260585441,416.0,0.7667792536931862,416.0,0.7667792536931862
BANKINDIA,1.095163079338958,0.38198482114451254,-0.6436968053802876,-0.6197831005342891,1.0213462392874837,0.25208251231402967,-0.648838025819007,-0.2938042531474301,0.08269661815876911,1.0642104863294397,0.6818718541316146,-0.4631397314260685,0.4473530019482718,1.0201215318699501,0.5945666419894102,-0.5411324534672388,0.28400241734071946,0.33938953443321024,417.0,0.7609679718887465,417.0,0.7609679718887465
HEROMOTOCO,0.6947681998099144,0.4886714194828875,0.472584758239822,1.2480660295867623,0.6674829871018506,0.3407262624223892,0.13422716235052407,0.6112761821915919,0.43842814851658896,1.0615077186846014,0.7095601003645783,0.49038579993929693,2.1101228836929473,1.0177301602197328,0.617594759155598,0.1467443831361445,1.149190626474132,0.7328149822464018,418.0,0.7575887136154013,418.0,0.7575887136154013
VAIBHAVGBL,-0.18063093344230977,-0.501789334826087,-0.5705169496898649,-0.9160696598943912,-0.10618221215713892,-0.4822276696041529,-0.5975027719421977,-0.437372148330358,-0.40582120050846193,-0.06981499544150764,0.20237160059946607,0.42344699521070955,0.5899852886265687,0.016751377979689,0.19576969664842092,0.09845448241709515,0.35821820271825877,0.16729843994086596,419.0,0.7574226177931338,419.0,0.7574226177931338
HDBFS,-0.6645937671849851,-0.5192254252212377,-0.7347360621546781,0.4890267356446486,-0.5339016237704822,-0.49671496663983467,-0.7127015483031187,0.24347794649788268,-0.3749600480538882,-1.0090950223742734,-1.0372442032565554,-1.544885271763749,-1.2082166941948715,-0.8143106751390916,-0.8352099375282518,-1.3215076776437784,-0.5774393228709194,-0.8871169032955103,420.0,0.7553823548439667,420.0,0.7553823548439667
ATUL,-0.2996888745262783,0.2956416881321022,-0.6057964369531711,-1.3347933219373587,-0.21140391299420622,0.18034173863175634,-0.622251132241882,-0.6402678684488441,-0.323395293763294,0.013497436678961286,0.5722399757733208,0.7477537757371413,-0.9310106429289945,0.09046507240844538,0.5033865896761507,0.332410590501704,-0.43320083882764354,0.12326535343966412,421.0,0.7464627018438699,421.0,0.7464627018438699
JUBLPHARMA,-0.450533080993815,-0.6435710959179877,0.6173345799416625,-0.47728694112081654,-0.3447178593082768,-0.6000312850150763,0.23576834162152055,-0.2247566604289935,-0.2334343657827065,-0.7623832882349066,-0.7488485164365157,-0.47561430648968817,-0.9651326022747864,-0.5960235249567389,-0.5953532990673978,-0.5501316579462703,-0.4509555006257828,-0.5481159956490474,422.0,0.7459501654577203,422.0,0.7459501654577203
BPCL,0.24690832933829024,-0.6140474822312316,-0.7797108346085659,1.2732367678861711,0.27167085664969376,-0.5755007078413247,-0.7442510961969966,0.6234728539732989,-0.10615202335383214,0.19690813271129243,-0.10537188023154352,-0.8145713918169728,0.3920891406329166,0.2527443344367483,-0.06017836427534996,-0.7946565499702624,0.2552470004149206,-0.08671089484848586,423.0,0.7412959684587043,423.0,0.7412959684587043
LICI,-0.6529481361274497,-0.7465080010125561,-0.9475740948929223,-0.46256921650506616,-0.5236093820599473,-0.6855594903777615,-0.862006221592989,-0.2176250755554551,-0.5722000423965382,-1.0853038063019824,-1.3276903102014939,-0.9179115986460551,-1.2461272112767767,-0.8817391593191144,-1.0767718958016648,-0.869206556476895,-0.5971652829941566,-0.8562207236479576,424.0,0.7395595896297209,424.0,0.7395595896297209
CENTURYPLY,-0.10796166282485756,-0.04443377736775428,-0.12961888989477166,-0.5663308851697161,-0.04195815298611194,-0.10222012997465905,-0.2882152826483933,-0.2679035775672415,-0.17507428579410145,0.039545239933576073,0.23587309954580676,0.526530958955171,-0.8203624725557944,0.11351181058162252,0.22363265468802346,0.17281963421700802,-0.37562733246329283,0.03358419175584029,425.0,0.739425368322064,425.0,0.739425368322064
FACT,-0.3270463068140237,-0.1904897646195509,0.3048418759639882,-1.3623632964222847,-0.23558201929810468,-0.22357511398787616,0.01655648144503235,-0.653627108286103,-0.2740569400317629,-0.1693176522883505,-0.06234818440201876,0.1848785172600829,-0.7500036205695266,-0.07128720467807885,-0.024395862915433608,-0.07364969783592436,-0.3390175466985846,-0.12708757803200535,426.0,0.7390800407292926,426.0,0.7390800407292926
ENRIN,-0.18018199627057396,-0.1289505839757229,0.6423658992342681,-1.3717551607784562,-0.10578544792327982,-0.1724434457575047,0.2533276701913028,-0.6581780072548961,-0.17076980768609445,0.2409547059162767,0.3306225887299394,2.000438031225245,0.6882279267637089,0.2917161367863804,0.3024351299336759,1.2361016345098834,0.40933674478688764,0.5598974115042068,427.0,0.7358626663499281,427.0,0.7358626663499281
CANFINHOME,0.28934418288042285,-0.18927644987418163,-0.7128541696218769,-0.14379921056844655,0.3091750554080673,-0.22256699515414805,-0.6973515247498006,-0.06316265613754397,-0.16847653015835634,0.25426169515621716,0.055202717312182466,-1.1093084766059327,-1.492440325448535,0.3034899779002893,0.0733703847150471,-1.007280970444901,-0.7253292607495948,-0.3389374671447899,428.0,0.7312811207764212,428.0,0.7312811207764212
CASTROLIND,-1.560029134549078,-0.5481762248900149,-0.27521725599359453,0.2825619647082601,-1.325274559383938,-0.5207696041598798,-0.3903517110030872,0.1434338788331846,-0.52324049892843,-1.541409664509131,-0.8159544584838422,0.2712833555108187,0.9716049072421845,-1.2852953513941632,-0.6511648330667411,-0.01131692870908602,0.5567861452971705,-0.3477477419682049,429.0,0.7309386441876659,429.0,0.7309386441876659
ONESOURCE,-0.3578662670518462,-0.20071132127741884,-0.0574997680440946,-2.267755842711434,-0.26282025814575377,-0.23206799995678395,-0.23762412754638101,-1.092341920276824,-0.4562135764814357,-0.3647448717051452,-0.3513671434319215,-0.13523585054464582,-2.294771558599483,-0.24419852137473566,-0.2647708724336091,-0.3045813839141173,-1.1428058643150323,-0.48908916050937357,430.0,0.7299031512461024,430.0,0.7299031512461024
TATASTEEL,0.8006397694985679,1.0506750578824513,-0.24160155890009907,-3.2111210400047443,0.7610507620146845,0.8076837890301178,-0.36677049007473883,-1.5494566677589063,-0.08687315169721072,0.7879779526379141,0.7764764330193185,0.33926716273977,-3.111546134977995,0.775714784142614,0.6732485963737314,0.03772684066952992,-1.5677977653357278,-0.020276886037463138,431.0,0.7294550614682553,431.0,0.7294550614682553
M&M,0.2731680937200258,0.055373360333249806,0.0159165710632337,0.7717037224356872,0.2948788598006815,-0.01929238542948419,-0.18612298189334492,0.38045122027003975,0.11747867818697304,0.6811664834678631,0.6441853446612246,0.5466248684370165,1.1988115387944729,0.6812094648344137,0.5632230405071471,0.18731545465883145,0.6750084566429232,0.5266891041608288,432.0,0.7260856944722208,432.0,0.7260856944722208
AAVAS,-1.0667702006748303,-1.1626933779115198,0.005297429440739564,-0.33679773478484587,-0.8893393877961645,-1.0313595545205425,-0.19357224953676105,-0.15668155201659545,-0.5677381859675159,-1.017848334739957,-0.9192678890991557,-0.42482730038809025,-0.983725546310628,-0.8220554855658289,-0.7370898773990125,-0.5134937243529246,-0.4606299577647399,-0.6333172612706265,433.0,0.7227070195657032,433.0,0.7227070195657032
ORKLAINDIA,,-0.7298527409498727,-0.36167027543853214,-1.2681670129478817,0.0,-0.6717209695702685,-0.45099801400206163,-0.6079835860767877,-0.43267564241227946,,-1.447287587309197,-0.8226289145058883,-2.806598698366725,0.0,-1.1762400992704125,-0.8004692765683374,-1.409124620327414,-0.8464584990415409,434.0,0.7207598437034105,434.0,0.7207598437034105
GPIL,0.5159086564911832,-0.628438356561143,-0.8702575387067765,-2.0714663451681052,0.5094094878661732,-0.5874577960586796,-0.8077690957712743,-0.9972283583600325,-0.4707614405809533,0.5035763940365215,-0.3001062537753905,-0.9336585682905844,-4.275079703610869,0.5240801954957365,-0.2221375556420144,-0.8805664784809318,-2.1732185969037268,-0.6879606088827341,435.0,0.718748255780897,435.0,0.718748255780897
ARE&M,-0.43326352450353084,-0.35220080012715027,0.09890468203315601,-0.4145323892956475,-0.3294552729569142,-0.3579375629229786,-0.12790729254544514,-0.1943484672995258,-0.25241214893121594,-0.19252365005259153,-0.3737270974080495,0.527254221088433,0.5578609693380828,-0.09181955242702174,-0.28336748688367236,0.17334139818860392,0.34150297195784085,0.03491433270893767,436.0,0.7186338171004483,436.0,0.7186338171004483
DOMS,-0.3207413106389537,-0.5541081788288977,-0.04788176917518446,0.3674747678958115,-0.23000975410292404,-0.5256983454526228,-0.23087715586866853,0.18457902039494717,-0.20050155875731707,-0.19363547596293249,-0.42475770085516057,-0.5315631468008404,-0.9641517777996644,-0.09280328070534564,-0.3258092762752411,-0.5904933577842963,-0.45044514872416275,-0.36488776587226146,437.0,0.7160709417031026,437.0,0.7160709417031026
ANURAS,0.3387267945109157,0.8365571068714548,-0.9247403674715922,-2.3522715006937287,0.3528186993366323,0.629777487406987,-0.8459884912617546,-1.1332946221230495,-0.24917173166029621,0.33464939459126736,0.5113048920433936,-0.5573889801656439,-2.1870276618264044,0.37461590906285025,0.4527073145838319,-0.6091242092646854,-1.086743537159849,-0.21713613069446308,438.0,0.714732390476203,438.0,0.714732390476203
LINDEINDIA,-0.33413709527527713,0.41077610783472396,-0.6381562543830234,-3.4763970741119747,-0.24184875644621923,0.2760046137064707,-0.6449513607063401,-1.677998178185512,-0.5721984204079001,0.01367524654295549,0.4925674959493338,0.7985638681367747,-2.719504053174133,0.09062239613129545,0.4371235557204923,0.3690651786356353,-1.3638067077728373,-0.11674889432135355,439.0,0.7143770658993887,439.0,0.7143770658993887
MGL,-0.27576418909449135,0.07766175328850838,0.5842825342913502,-0.021081410319483303,-0.19025961913018777,-0.0007734077301811888,0.21258251898496774,-0.003698817071494455,0.004462668763276081,-0.3143537510301344,-0.060412378218097036,1.2166997839169535,-0.6781138973725738,-0.19961315065852395,-0.022785866701180466,0.6707099710988982,-0.30161120349335013,0.03667493756146091,440.0,0.7126995504791269,440.0,0.7126995504791269
BANDHANBNK,-0.43148682958077667,0.08167868160135593,-0.6912832071241108,-3.166218287201312,-0.3278850554650047,0.002564177262808246,-0.6822196168532553,-1.5276986989808727,-0.6338097985090811,-0.41350644981900686,-0.367550110531725,0.3592763356335828,-2.526489102107221,-0.28734209523837795,-0.27823013089784404,0.05216153182408925,-1.2633753361904183,-0.4441965076256378,441.0,0.7094882717374112,441.0,0.7094882717374112
STYRENIX,-1.297482302283675,-0.14945266214716546,0.36254412737950525,-0.830997712859516,-1.0932394343949523,-0.1894782104087055,0.057034283672602396,-0.39614989241267956,-0.4054583133859338,-1.0416136323539094,-0.00876174077705461,1.174208731997962,-0.7937562637866662,-0.8430826941316552,0.020171600546585303,0.6400567694629302,-0.3617833373503681,-0.13615941536812692,442.0,0.7093896088211618,442.0,0.7093896088211618
GMRAIRPORT,-0.4166564336264145,-0.5486391896721585,-1.6049243589519882,-2.088567439297311,-0.31477816421358806,-0.5211542722915523,-1.3231337050115732,-1.0055148229730668,-0.7911452411224451,0.003970565062188152,-0.013698534603408561,-0.9867437357668011,-0.19949713772850142,0.0820358273924633,0.016065704286415315,-0.9188623141695819,-0.05257278772459643,-0.21833339255382492,443.0,0.708182504089284,443.0,0.708182504089284
BERGEPAINT,-0.6173382125151459,-0.2869892093038685,0.836852390728139,-0.15116419365986244,-0.49213784227813595,-0.3037545628916775,0.3897588413415134,-0.06673141444631125,-0.11821624456865285,-0.3152252034216429,0.33710921787860215,0.6217671003151338,1.8566674719254113,-0.20038419975242122,0.3078300131917993,0.24152333799219503,1.0173103006335906,0.34156986301629094,444.0,0.7013805048692272,444.0,0.7013805048692272
JSWCEMENT,-0.4923113874448296,0.07023188666259302,-0.08871108758580419,-1.8269894272152356,-0.38164092737786154,-0.0069467345658272475,-0.259518691253666,-0.8787652171122244,-0.3817178925773948,,0.11786717264270977,0.8778419954118296,0.6253483051844,0.0,0.12548796584912186,0.4262567121687939,0.37661862318601613,0.232090825300983,445.0,0.6977701241815066,445.0,0.6977701241815066
BDL,-0.7898414656126536,-1.1048230045868015,-0.26657850283117274,0.18113999202875727,-0.6445937433762857,-0.9832762245468599,-0.3842916746366852,0.0942890942221503,-0.47946813708442015,-0.8273378368441326,-0.8256839009152969,-1.2812853597852332,-0.6783448748729988,-0.6534944164680422,-0.6592567410333237,-1.1313457285231594,-0.3017313878989837,-0.6864570684808772,446.0,0.695475491975401,446.0,0.695475491975401
SUPREMEIND,-0.19788129722609907,0.8326272780763283,0.5003343391801107,1.1017209495398521,-0.12142783626975738,0.6265122716525307,0.1536933360550894,0.5403635658444689,0.29978533432058285,-0.5177225695700121,-0.29431423533483125,1.074634547701098,-0.32271381557563533,-0.379551085065586,-0.2173203751620486,0.5682235855067433,-0.1166860592075232,-0.036333483482103614,447.0,0.6915627195376,447.0,0.6915627195376
SARDAEN,-0.22700721978673,0.2539500882410741,0.4055254759854126,-0.9571062511462007,-0.14716890891368004,0.14570102630314266,0.08718545603875212,-0.45725673926228744,-0.09288479145851818,-0.3005541822682913,-0.32184395070584987,0.27172193840586556,-2.5530728475486013,-0.1874034819564,-0.2402166433395857,-0.01100053339033543,-1.2772076429714103,-0.42895707541443284,448.0,0.6907182584038747,448.0,0.6907182584038747
NAVA,-0.1460246062837146,0.43692941390309503,0.22901882105431015,-2.150404367835758,-0.07559763652783895,0.2977348700248806,-0.036632961698581094,-1.0354783747926821,-0.2124935257485554,-0.1411491309966764,-0.14470399543971027,0.2841256321075573,-2.408364013373853,-0.04636408434470626,-0.09289060432793027,-0.0020524629873335865,-1.2019113686883647,-0.3358046300870837,449.0,0.6893839971116522,449.0,0.6893839971116522
COALINDIA,-0.04080302789851012,-0.07683296108361563,-0.7383417507734651,-3.393080667810927,0.017395685392985298,-0.12913996048527907,-0.7152309184269023,-1.6376265828195908,-0.6161504440846968,-0.03178301774258394,-0.10956447735862519,-1.00022822206658,-3.239844410849139,0.05040154892375577,-0.06366531744171253,-0.9285900723407046,-1.6345551421408628,-0.6441022457498811,450.0,0.6872138869402208,450.0,0.6872138869402208
TENNIND,,0.2798328382465356,-0.36090887596579363,-2.311286190245208,0.0,0.16720648302718555,-0.45046389658865693,-1.1134348796925417,-0.3491730733135033,,,0.4553689736719311,-2.009445923688836,0.0,0.0,0.12148311546332716,-0.9943425214325065,-0.21821485149229483,451.0,0.6870129677325828,451.0,0.6870129677325828
APOLLOTYRE,-0.14493326222874756,-0.5563928050355521,-0.34630916020478253,0.912818745971778,-0.07463312230378509,-0.5275965954456665,-0.4402222787547638,0.44882957314409877,-0.14840560584002915,-0.01992446870673355,-0.012751999490694376,-1.0348004186673954,0.94912557898524,0.06089383006053864,0.016852930797408388,-0.9535305825314976,0.5450894878278031,-0.08267358346143686,452.0,0.683159708949183,452.0,0.683159708949183
BEL,0.05277082709998775,-0.3369206050348347,-1.1285041858094373,-1.8750830334394455,0.10009491643276049,-0.34524155595990913,-0.9889276545956104,-0.9020693380695795,-0.5340359080480847,-0.11032736888074612,-0.383677806673452,-0.743951871818995,-2.5584227780365576,-0.019093413010994213,-0.29164342089994655,-0.7437113676749341,-1.2799913695884733,-0.5836098927935871,453.0,0.6791538232027271,453.0,0.6791538232027271
CIPLA,-0.3294100972917342,-0.4293703778775573,0.4918817021179633,-0.7196071866177289,-0.23767110342153788,-0.4220562139308452,0.14776385907785267,-0.34217476971257926,-0.21353455699677742,-0.1992224126182938,-0.32463571371695676,0.4461947599055258,0.6466837500230508,-0.09774652543994437,-0.24253853274995438,0.11486480380163348,0.387720084376574,0.040574957497077194,454.0,0.6770482860559582,454.0,0.6770482860559582
CHOLAHLDNG,-0.541782449444365,-1.000029155110811,-1.093720262792956,0.12925892447450707,-0.425362742474058,-0.89620512142311,-0.9645269298054937,0.06914973020680779,-0.5542362658739635,-0.4862497698332576,-0.6574366373676107,-0.9712371104973107,-1.3764938095478612,-0.35170438459646625,-0.5193266903804952,-0.9076757774845103,-0.6649988689445028,-0.6109264303514936,455.0,0.6748164924914143,455.0,0.6748164924914143
COROMANDEL,-0.46640634708162587,0.38417090662436415,-0.06582038861240046,1.8865269746544309,-0.35874642422710773,0.2538988867978881,-0.24346099570164964,0.9206472661781016,0.14308468326180807,-0.27339379157021704,0.4076653242569852,0.26194054071092393,1.0849587960614768,-0.16337234171086645,0.366511024289464,-0.018056869778435698,0.6157675167681091,0.20021233239206776,456.0,0.6733761116575019,456.0,0.6733761116575019
MPHASIS,-1.075610845894779,-1.2672127791725079,-0.5725301710541163,-0.3299590550335921,-0.8971526232516981,-1.1182026241389855,-0.5989150353153487,-0.15336781797534135,-0.6919095251703434,-1.1159629422288737,-1.3816511816188228,-1.7686532743919776,0.9057613836840974,-0.9088659412368074,-1.121650768191512,-1.4829347403890796,0.5225258180831114,-0.7477314079335718,457.0,0.6727600873849402,457.0,0.6727600873849402
FIEMIND,0.26887783525102155,0.16518738893498414,-0.66826576501779,-1.755373575959951,0.29108719089536356,0.07194988362187581,-0.6660730117120625,-0.8440632142651813,-0.2867747878650011,0.8992137899575011,1.6834124346734,1.0746621289594491,1.7828537685336574,0.8741347235562941,1.4275408087660004,0.568243482728286,0.9789028537895285,0.9622054672100273,458.0,0.6708595068478119,458.0,0.6708595068478119
HDFCAMC,-0.8097528711300633,-0.4408874987946783,-0.9816751782296812,-1.0708018127326244,-0.6621911580092232,-0.43162555820131315,-0.8859279382191104,-0.5123487842874046,-0.6230233596792628,-0.8391475613587251,-0.6293773026400613,-0.36320954045074844,-2.224203664479655,-0.663943498339733,-0.4959899415566558,-0.46904244497963604,-1.1060873077630045,-0.6837657981597574,459.0,0.6659228625250158,459.0,0.6659228625250158
FORTIS,0.4399751070686704,-0.006731548040086802,-0.11022927660326026,-2.137246639829015,0.442300505902532,-0.07089410545890987,-0.2746135788529708,-1.0291026980849796,-0.23307746912358204,0.666347944057391,-0.39118931185003086,0.4637278688598521,0.2326287756362618,0.6680982249128071,-0.29789068625020737,0.12751325329417584,0.17227506958198,0.1674989653846889,460.0,0.665498024271549,460.0,0.665498024271549
BHARTIARTL,-0.061427100213869476,-0.5340124616016498,-0.4327079685853413,-0.2296828004762169,-0.0008315739351284633,-0.5090012179419066,-0.5008305529994238,-0.10477819975329906,-0.27886038615743947,0.26004140626128086,0.4027261944867432,-0.05365070170619915,0.9739503933131032,0.30860378681741585,0.36240318524140147,-0.24572555651278155,0.5580065708747112,0.24582199660518672,461.0,0.6627131552932446,461.0,0.6627131552932446
PAGEIND,-1.335917297115896,-0.7014073763934785,0.413663668321417,-1.2836700681836468,-1.1272077316046103,-0.648086287925618,0.09289435182333022,-0.6154957088470897,-0.5744738441384969,-1.0684557811533022,-0.48348780436817757,0.9157877841033342,0.6501543870908796,-0.8668322583209297,-0.37465468502742016,0.45363094414154115,0.3895259592016076,-0.09958251000130025,462.0,0.6589815255693787,462.0,0.6589815255693787
BHARTIHEXA,0.002490561785190942,-0.044907413202961335,0.12981214353266518,0.7024201827195276,0.055657939051884965,-0.1026136644698287,-0.10622588353205373,0.34687935663452957,0.048424436921133025,-0.020879590085488602,0.20933055265146852,0.6885521185122127,0.6462400106938285,0.06004875179713952,0.20155740750085516,0.28970229653997936,0.38748919371648516,0.2346994123886148,463.0,0.653052264205085,463.0,0.653052264205085
TRIDENT,-0.7453859679344023,-0.5852200624248577,-0.38934806413923545,-0.7727148244182388,-0.6053046120955354,-0.5515485841689569,-0.47041382585758085,-0.3679084776257004,-0.49879387493694344,-0.7009593432645621,-0.6419210332601144,-0.0010291986622908518,-1.161474646832733,-0.5416764630007803,-0.5064224729632779,-0.20776421005640738,-0.5531180570767346,-0.45224530077430003,464.0,0.6523643854316983,464.0,0.6523643854316983
ARVINDFASN,-0.40763662389786026,-0.031286215328646,0.040460393878290625,-1.3497143658211972,-0.306806585734872,-0.09129608494856829,-0.16890562933872288,-0.6474979732128312,-0.30362656830874857,-0.39203296828256695,0.049347255122344065,0.6298518579787993,-0.8943624199312311,-0.268342654026413,0.06850043852072116,0.24735571200154519,-0.4141316875449132,-0.09165454776226496,465.0,0.6495395444431449,465.0,0.6495395444431449
ULTRACEMCO,-0.885488396154978,-0.24004893791619972,-1.2044538326333276,-0.16266086575241503,-0.7291251288502731,-0.2647528349172802,-1.0422059012493363,-0.0723022139368478,-0.5270965197384344,-0.5590314151200453,-0.3484670110211185,-0.32115345319831284,-0.4353998467911279,-0.41610058362873875,-0.26235885296543776,-0.43870302845903497,-0.17531992467024543,-0.32312059743086424,466.0,0.6489574080017051,466.0,0.6489574080017051
LUPIN,0.47876065725910827,-0.09981489790924791,-1.0510625272397351,-2.720912498665339,0.47657861891022313,-0.14823518984591633,-0.9346027701610934,-1.3119224082474747,-0.47954543733606536,1.0656125193850388,1.0777637058617782,0.25041504523300523,-1.7347942638827403,1.0213620314401703,0.9238270751015523,-0.026371404742470628,-0.8514331626017917,0.2668461347993651,467.0,0.6438485097453034,467.0,0.6438485097453034
TIMKEN,0.36652702555720457,0.5271389533197547,-0.05247116209120264,-2.2951215834878638,0.3773881448328458,0.37268816307185043,-0.2340965889798909,-1.1056021971246124,-0.1474056195499518,0.539695503243928,0.8236823510102735,0.9119435007715215,-0.06750212206070708,0.5560378866996583,0.7125094221149799,0.45085766396150456,0.01610811182377033,0.43387827114997823,468.0,0.6374979439811613,468.0,0.6374979439811613
SRF,-0.8186756710715636,-0.41162446335539316,-0.5142392235016116,-1.1195752580401759,-0.670077000629426,-0.40731149025563923,-0.558024266085269,-0.5359823264188731,-0.5428487708473019,-0.8773149695773778,-0.7055695911394244,-0.9801831443312872,-0.7907411253602397,-0.6977134963455424,-0.5593585251773279,-0.9141294793010215,-0.36021447190236505,-0.6328539931815642,469.0,0.6362934127411176,469.0,0.6362934127411176
MRF,-0.5328240284749972,-0.5005401252044013,-0.5814126339881909,1.0314451259304982,-0.41744541850029193,-0.48118972643919744,-0.6051460327048631,0.5063108835370705,-0.2493675735268205,-0.38739721346807193,-0.42062583186173813,0.03597385977984288,1.4632286887274841,-0.2642410019062564,-0.3223728302650712,-0.18107006716400068,0.812592498142799,0.011227149701867695,470.0,0.6348120005731228,470.0,0.6348120005731228
