TYPE,REASON,TICKER,NAME,ENTRY_DATE,EXIT_DATE,ENTRY_PRICE,EXIT_PRICE,SHARES,NET_PNL,REGIME
SELL,TSL 5.6% >= 5%,NIFTYBEES,NIFTYBEES,2021-11-01,2021-11-29,193.84,184.55,1269.022,-11809.21,BEAR
BUY,NEW BUY (rank=1),SBIETFIT,SBIETFIT,2021-12-06,,357.72,,667.4736,,PARTIAL
BUY,NEW BUY (rank=6),SBIETFQLTY,SBIETFQLTY,2021-12-06,,149.53,,1596.7944,,PARTIAL
BUY,NEW BUY (rank=5),SHARIABEES,SHARIABEES,2021-12-06,,430.53,,554.5924,,PARTIAL
BUY,NEW BUY (rank=6),NIF100IETF,NIF100IETF,2021-12-13,,19.17,,12656.3823,,BULL
BUY,NEW BUY (rank=5),MID150BEES,MID150BEES,2021-12-13,,119.29,,2033.8909,,BULL
SELL,Regime slot reduction / sector cap / rank cut,SBIETFQLTY,SBIETFQLTY,2021-12-06,2021-12-20,149.53,148.63,1596.7944,-1457.11,BEAR
SELL,Regime slot reduction / sector cap / rank cut,SBIETFIT,SBIETFIT,2021-12-06,2021-12-20,357.72,366.37,667.4736,5753.65,BEAR
SELL,Regime slot reduction / sector cap / rank cut,NIF100IETF,NIF100IETF,2021-12-13,2021-12-20,19.17,18.4,12656.3823,-9765.41,BEAR
SELL,TSL 6.8% >= 5%,MID150BEES,MID150BEES,2021-12-13,2021-12-20,119.29,111.2,2033.8909,-16474.18,BEAR
SELL,Regime slot reduction / sector cap / rank cut,SHARIABEES,SHARIABEES,2021-12-06,2021-12-20,430.53,436.86,554.5924,3490.57,BEAR
BUY,NEW BUY (rank=5),NV20IETF,NV20IETF,2022-01-03,,9.87,,23831.0818,,BULL
BUY,NEW BUY (rank=10),ALPL30IETF,ALPL30IETF,2022-01-03,,18.08,,13009.5563,,BULL
BUY,NEW BUY (rank=9),SBIETFQLTY,SBIETFQLTY,2022-01-03,,158.36,,1485.3042,,BULL
BUY,NEW BUY (rank=1),SBIETFIT,SBIETFIT,2022-01-03,,400.65,,587.0779,,BULL
